shift_key_usage,cpm,wpm,rhythm_variability,backspace_count,capital_letters,error_rate,sentence_count,paragraph_count,flight_time_mean,flight_time_std,flight_time_median,dwell_time_mean,dwell_time_std,dwell_time_median,inter_key_latency_mean,inter_key_latency_std,inter_key_latency_median,task_type_Custom Text,task_type_Fixed Text,task_type_Free Typing,user_id
0.0,-0.8494778584388271,-0.8494778584388265,-0.6618339468828127,94.0,5.0,0.0,13.9,6.8,0.5032748528799261,2.5458269323226466,0.13736224174499512,0.11378162450129443,0.034248951497061746,0.10535502433776855,0.609230084494839,2.546624511951815,0.24273681640625,1,0,0,5
4.0,-0.69774729528544,-0.6977472952854398,-0.9244661531712048,206.0,34.0,1.3865583377433839,13.9,6.8,0.6236193732229494,9.422634145294257,0.13323057889938356,0.4131576919957702,9.890405223288475,0.08688371181488037,0.5472784771071202,0.8306391374118653,0.2853347063064575,0,1,0,5
0.0,-0.0785850452615235,-0.07858504526152302,-0.9938590729495224,47.0,6.0,0.0,6.0,2.0,0.6236193732229494,9.422634145294257,0.13323057889938356,0.4131576919957702,9.890405223288475,0.08688371181488037,0.38731927249990583,0.37723992518630967,0.2541705369949341,0,0,1,5
24.0,-0.06443617549016886,-0.06443617549016886,-0.2750672323343014,85.0,10.0,0.0,13.9,6.8,0.61548854741507,8.316653616200368,0.11091160774230957,0.3244278772846179,7.359495688030575,0.08506715297698975,0.5105183043145453,5.0736794946729,0.18777799606323242,1,0,0,6
33.0,-0.1476136903107987,-0.14761369031079835,0.14059052498722724,177.0,26.0,0.47211935378038905,13.9,6.8,0.6236193732229494,9.422634145294257,0.13323057889938356,0.4131576919957702,9.890405223288475,0.08688371181488037,0.6377543509587766,7.7895026698192,0.20420598983764648,0,1,0,6
28.0,0.4255784166891713,0.42557841668917157,-0.9264803160463935,57.0,31.0,0.0,11.0,8.0,0.6236193732229494,9.422634145294257,0.13323057889938356,0.4131576919957702,9.890405223288475,0.08688371181488037,0.34508608937611035,0.8174790071878908,0.19361329078674316,0,0,1,6
0.0,0.4677059711017745,0.46770597110177475,-0.9173933221060548,94.0,11.0,0.0,13.9,6.8,0.38472199970041665,9.216382034432966,0.11100983619689941,0.061907389268496836,0.023711224446000722,0.060729384422302246,0.3073532086898959,0.8768515758477744,0.165657639503479,1,0,0,8
4.0,0.40321817731029513,0.40321817731029524,-0.9629190781860506,156.0,28.0,0.3397935674345633,13.9,6.8,0.6236193732229494,9.422634145294257,0.13323057889938356,0.4131576919957702,9.890405223288475,0.08688371181488037,0.31509506161236644,0.5793955528329806,0.17822372913360596,0,1,0,8
1.0,0.9883332432268889,0.9883332432268892,-0.8621876447989443,110.0,23.0,0.0,9.0,8.0,0.6236193732229494,9.422634145294257,0.13323057889938356,0.4131576919957702,9.890405223288475,0.08688371181488037,0.2571740599121223,1.2375542337181116,0.1610875129699707,0,0,1,8
0.0,-1.3763785288912054,-1.3763785288912047,-0.5620323377569241,97.0,33.0,0.0,13.9,6.8,0.9129079476258999,3.198266204397687,0.15289545059204102,0.09219359593970754,0.029104046213140385,0.08565664291381836,1.0034682190329058,3.1987079103889515,0.24245357513427734,1,0,0,9
0.0,-0.9505963217640027,-0.9505963217640021,-0.9002648823836564,90.0,31.0,-3.084861517617959,13.9,6.8,0.6236193732229494,9.422634145294257,0.13323057889938356,0.4131576919957702,9.890405223288475,0.08688371181488037,0.6587354804878369,0.9887653143328776,0.3547776937484741,0,1,0,9
0.0,0.11228241996339673,0.1122824199633975,-0.7582999868780412,186.0,66.0,0.0,31.0,18.0,0.6236193732229494,9.422634145294257,0.13323057889938356,0.4131576919957702,9.890405223288475,0.08688371181488037,0.4097628635316721,1.9163350432267672,0.20673322677612305,0,0,1,9
